10, 90, 2.1e-06
20, 380, 3.3e-06
30, 870, 7.2e-06
40, 1560, 1.56e-05
50, 2450, 1.69e-05
60, 3540, 2.14e-05
70, 4830, 3.31e-05
80, 6320, 4.08e-05
100, 9900, 6.2e-05
125, 15500, 9.11e-05
150, 22350, 0.0001334
175, 30450, 0.0001746
200, 39800, 0.0001992
250, 62250, 0.0003365
300, 89700, 0.0004541
400, 159600, 0.000912
500, 249500, 0.0013249
750, 561750, 0.0030111
1000, 999000, 0.0051826

