10, 72, 1e-06
20, 323, 3e-06
30, 551, 4.2e-06
40, 1326, 9.6e-06
50, 2352, 1.47e-05
60, 3304, 2.06e-05
70, 4485, 2.98e-05
80, 5372, 3.85e-05
100, 8811, 6e-05
125, 15252, 9.38e-05
150, 18625, 0.0001242
175, 27144, 0.0001691
200, 36815, 0.0001935
250, 55527, 0.000314
300, 81328, 0.0004331
400, 151620, 0.00085
500, 236526, 0.0013223
750, 552013, 0.0031508
1000, 981018, 0.0055889

